conversation_id,user_id,anon_user_id,account_id,start_ts,end_ts,channel,session_status,abandonment_flag,abandonment_ts,abandonment_turn,abandonment_flow_node,dropoff_reason_code,total_turns,user_message_count,bot_message_count,avg_bot_latency_ms,fallback_count,initial_intent,top_intent,top_intent_conf,flow_id,flow_version,widget_version,widget_load_ms,device_type,browser,geo_country,client_error_count,transfer_requested_ts,transfer_completed_ts,time_to_agent_sec,kb_suggestion_shown,kb_article_clicked,csat_rating,predicted_abandon_prob,ingestion_ts
conv_327f49f77ea0,user_20,anon_2765daf67b,,26:57.3,11:04.3,web_chat,completed,FALSE,,,,,11,3,8,50,0,order_status,order_status,0.812,flow_8,v1.0,w2.0,785,mobile,Firefox,IN,0,,,,TRUE,FALSE,,0.256,35:59.3
conv_c2d9eca5c59d,user_207,anon_25e3d9dc98,,58:59.9,40:28.9,web_chat,timed_out,FALSE,,,,,6,4,2,78.2,1,greeting,greeting,0.571,flow_34,v2.0,w2.1,1753,desktop,Chrome,US,0,,,,FALSE,FALSE,4,0.227,59:05.9
conv_6b0f207a820f,user_981,anon_c01effece2,,39:01.7,38:27.7,web_chat,completed,FALSE,,,,,10,3,7,231.8,0,greeting,greeting,0.976,flow_39,v1.0,w1.0,1449,mobile,Chrome,US,0,,,,FALSE,FALSE,4,0.306,39:20.7
conv_741fa89cd9d8,user_1324,anon_750d2a70c8,,57:11.4,19:48.4,bot,abandoned,TRUE,12:02.4,6,flow_node_85,LONG_BOT_LATENCY,5,2,3,507.3,0,billing_query,billing_query,0.767,flow_13,v1.0,w1.1,1168,mobile,Firefox,US,0,,,,FALSE,FALSE,,0.118,58:15.4
conv_b7f6deea873a,user_2265,anon_b62e908ed2,,50:09.7,41:14.7,whatsapp,completed,FALSE,,,,,6,4,2,207.6,0,billing_query,billing_query,0.723,flow_42,v3.0,w2.1,351,mobile,Chrome,IN,0,,,,FALSE,FALSE,4,0.114,50:38.7
conv_a287a5287340,user_2850,anon_9ddcbfd19f,acct_164,46:05.2,54:15.2,web_chat,abandoned,TRUE,48:35.2,1,flow_node_38,USER_LEFT,7,2,5,50,1,product_info,product_info,0.725,flow_1,v1.0,w1.0,492,mobile,Edge,IN,0,,,,TRUE,FALSE,2,0.215,46:21.2
conv_86df4e3dfb82,user_1419,anon_a5d701c7ee,acct_1083,12:00.0,01:47.0,web_chat,completed,FALSE,,,,,7,3,4,444.2,1,billing_query,billing_query,0.542,flow_31,v1.0,w2.1,1630,mobile,Chrome,IN,0,,,,TRUE,TRUE,4,0.501,13:33.0
conv_3a1270845aaf,user_709,anon_56a8a69c43,,46:58.5,34:03.5,whatsapp,completed,FALSE,,,,,9,1,8,648.2,0,product_info,product_info,0.626,flow_25,v2.1,w1.1,1395,desktop,Chrome,AE,0,,,,FALSE,FALSE,1,0.294,50:52.5
conv_f66a0c715c50,user_1834,anon_6fc651a08c,acct_92,07:17.9,31:35.9,bot,completed,FALSE,,,,,10,2,8,50,1,complaint,complaint,0.862,flow_33,v2.0,w1.0,731,desktop,Chrome,ZA,0,,,,FALSE,FALSE,4,0.227,11:22.9
conv_6292a1d28d21,user_2721,anon_92b3a03598,,27:13.7,32:50.7,bot,abandoned,TRUE,36:15.7,10,flow_node_17,TIMEOUT,2,2,0,131.5,0,complaint,complaint,0.725,flow_16,v1.0,w1.0,641,desktop,Edge,GB,0,,,,FALSE,FALSE,3,0.08,28:14.7
conv_0ed4bbc2993e,,anon_4c12b08104,acct_724,02:48.6,30:24.6,whatsapp,abandoned,TRUE,19:14.6,3,flow_node_66,LONG_BOT_LATENCY,8,6,2,473,0,product_info,product_info,0.551,flow_18,v1.0,w1.1,868,mobile,Edge,US,0,,,,FALSE,FALSE,,0.228,05:41.6
conv_67632850b4f9,user_1624,anon_1e1fe6107d,acct_1086,47:11.8,42:37.8,web_chat,abandoned,TRUE,49:14.8,10,flow_node_2,TIMEOUT,7,1,6,293.3,0,greeting,greeting,0.808,flow_39,v2.1,w1.0,1313,mobile,Safari,ZA,0,,,,TRUE,FALSE,3,0.107,49:12.8
conv_9be175371cb7,,anon_28b2c7f22a,,04:42.1,50:00.1,web_chat,abandoned,TRUE,11:14.1,2,flow_node_58,TIMEOUT,8,4,4,509.7,0,billing_query,billing_query,0.758,flow_11,v2.0,w1.0,361,mobile,Chrome,CA,1,,,,FALSE,FALSE,5,0.348,09:25.1
conv_1d4e99aa454a,user_2909,anon_a88e2b96ad,acct_73,35:32.6,51:39.6,web_chat,completed,FALSE,,,,,12,4,8,100.6,0,password_reset,password_reset,0.627,flow_10,v3.0,w2.0,1119,mobile,Chrome,IN,1,,,,TRUE,FALSE,,0.056,44:53.6
conv_2ad9e55ad551,user_148,anon_7d9a7840eb,,02:01.1,19:14.1,web_chat,completed,FALSE,,,,,8,3,5,86.8,0,product_info,product_info,0.716,flow_24,v2.1,w2.0,1214,mobile,Chrome,DE,0,,,,TRUE,TRUE,5,0.206,02:20.1
conv_3213a50eed30,user_1500,anon_7c0abb6e59,,24:24.4,19:37.4,web_chat,escalated,FALSE,,,,,2,3,-1,253.6,0,password_reset,password_reset,0.617,flow_25,v1.0,w1.0,1270,mobile,Chrome,GB,0,25:28.4,34:47.4,559,FALSE,FALSE,1,0.368,28:46.4
conv_3545b5288634,,anon_be817d066c,acct_10,19:14.4,21:23.4,web_chat,completed,FALSE,,,,,8,1,7,157.8,0,greeting,greeting,0.69,flow_23,v2.0,w1.0,337,desktop,Chrome,GB,0,,,,FALSE,FALSE,5,0.536,19:23.4
conv_5560de937694,,anon_d1ab820e23,,50:44.4,32:37.4,web_chat,completed,FALSE,,,,,9,2,7,217,0,complaint,complaint,0.675,flow_48,v3.0,w1.0,1580,desktop,Chrome,ZA,0,,,,FALSE,FALSE,,0.384,52:06.4
conv_3a81670b3452,user_2745,anon_be9aca1c77,,21:47.3,35:27.3,bot,completed,FALSE,,,,,5,3,2,185.9,1,complaint,complaint,0.918,flow_36,v1.0,w1.0,892,desktop,Chrome,SG,0,,,,FALSE,FALSE,,0.231,23:23.3
conv_c267aced64a9,user_2679,anon_0bb00162cb,acct_906,25:54.3,41:26.3,whatsapp,completed,FALSE,,,,,4,2,2,50,0,product_info,product_info,0.693,flow_3,v1.0,w2.0,895,mobile,Chrome,AE,0,,,,FALSE,FALSE,,0.422,30:08.3
conv_d942acb3bffb,user_1653,anon_e0a6bd12df,acct_1146,37:56.7,41:42.7,bot,completed,FALSE,,,,,3,2,1,189.4,1,password_reset,password_reset,0.688,flow_17,v1.1,w2.0,1184,desktop,Chrome,US,0,,,,FALSE,FALSE,5,0.207,47:41.7
conv_7c37a2c53dd2,,anon_be5775ef96,acct_1090,07:49.7,17:38.7,whatsapp,escalated,FALSE,,,,,5,3,2,218.2,0,product_info,product_info,0.759,flow_46,v3.0,w1.0,996,tablet,Chrome,AU,0,32:52.7,40:44.7,472,FALSE,FALSE,,0.526,10:35.7
conv_fd7535e95197,user_2897,anon_2c15ae2a37,,17:39.0,23:32.0,web_chat,timed_out,FALSE,,,,,5,1,4,336.5,0,product_info,product_info,0.876,flow_44,v1.1,w1.1,1080,mobile,Safari,AE,0,,,,FALSE,FALSE,,0.186,19:31.0
conv_76338d145e3c,user_251,anon_04174af223,acct_83,45:07.8,00:49.8,whatsapp,timed_out,FALSE,,,,,8,1,7,236.6,0,billing_query,billing_query,0.662,flow_17,v1.1,w1.1,1248,desktop,Chrome,AU,0,,,,FALSE,FALSE,1,0.506,51:11.8
conv_06214e0ec10b,user_1335,anon_dee5276f8c,acct_698,13:59.3,55:10.3,web_chat,timed_out,FALSE,,,,,8,4,4,50,1,complaint,complaint,0.855,flow_50,v1.1,w2.1,589,mobile,Chrome,ZA,0,,,,FALSE,FALSE,,0.281,23:31.3
conv_673ed0d00518,,anon_98cbb562b6,,46:16.1,44:32.1,whatsapp,timed_out,FALSE,,,,,7,3,4,50,0,product_info,product_info,0.55,flow_50,v2.1,w1.1,320,desktop,Chrome,GB,0,,,,FALSE,FALSE,4,0.044,47:36.1
conv_163458f6b234,user_1542,anon_5c57259c95,acct_41,34:57.0,47:33.0,web_chat,abandoned,TRUE,44:29.0,9,flow_node_32,LONG_BOT_LATENCY,9,1,8,286.6,0,order_status,order_status,0.602,flow_11,v1.1,w1.0,54,desktop,Firefox,IN,0,,,,TRUE,FALSE,,0.135,44:52.0
conv_462173660a23,user_2497,anon_617d39227a,acct_201,03:01.4,31:50.4,sms,completed,FALSE,,,,,6,2,4,50,0,greeting,greeting,0.535,flow_6,v1.0,w2.0,1117,mobile,Chrome,IN,0,,,,TRUE,FALSE,5,0.489,05:35.4
conv_3ce28196e86f,user_741,anon_31c7f5ff78,acct_1199,05:27.8,51:33.8,web_chat,abandoned,TRUE,32:33.8,7,flow_node_33,TIMEOUT,7,4,3,50,0,complaint,complaint,0.701,flow_15,v1.1,w1.0,1255,mobile,Chrome,US,0,,,,FALSE,FALSE,5,0.357,13:25.8
conv_11dd47ea33b5,user_795,anon_aa17b3e043,,33:42.0,16:21.0,web_chat,completed,FALSE,,,,,8,3,5,394.5,0,password_reset,password_reset,0.615,flow_9,v1.1,w2.0,533,mobile,Safari,ZA,1,,,,TRUE,FALSE,4,0.133,42:06.0
conv_6e6ad9cf5c99,user_2840,anon_997dae6ee5,acct_320,17:29.6,54:31.6,bot,completed,FALSE,,,,,6,3,3,218.2,1,billing_query,billing_query,0.685,flow_41,v1.1,w1.0,683,mobile,Firefox,IN,0,,,,FALSE,FALSE,5,0.318,20:00.6
conv_f0b2729eea69,,anon_9bead750be,acct_419,51:05.5,39:41.5,web_chat,completed,FALSE,,,,,7,3,4,401.6,0,return_request,return_request,0.934,flow_43,v1.0,w1.1,840,mobile,Safari,ZA,0,,,,FALSE,FALSE,,0.313,55:38.5
conv_dab325a1fa1a,user_1394,anon_39efcbdd70,acct_404,02:24.8,16:28.8,whatsapp,completed,FALSE,,,,,7,4,3,287.8,0,product_info,product_info,0.504,flow_30,v1.1,w2.0,945,desktop,Chrome,US,1,,,,FALSE,FALSE,5,0.372,07:20.8
conv_af208ad3be3a,user_2955,anon_bfae7f7f4a,acct_246,40:07.2,50:50.2,whatsapp,completed,FALSE,,,,,6,2,4,50,1,complaint,complaint,0.538,flow_47,v1.1,w2.1,654,mobile,Chrome,BR,0,,,,FALSE,FALSE,2,0.57,44:23.2
conv_b06d41dd3cf4,,anon_c2ad8266dd,acct_174,01:50.1,58:57.1,bot,completed,FALSE,,,,,5,4,1,50,0,greeting,greeting,0.8,flow_45,v2.0,w1.0,386,desktop,Chrome,AE,0,,,,FALSE,FALSE,3,0.336,09:30.1
conv_c08429e7f478,user_2306,anon_62c61dfe49,acct_271,50:00.7,43:52.7,sms,abandoned,TRUE,58:28.7,2,flow_node_55,LONG_BOT_LATENCY,7,1,6,439.7,0,product_info,product_info,0.823,flow_44,v1.0,w2.0,760,mobile,Chrome,IN,0,,,,FALSE,FALSE,2,0.59,57:11.7
conv_991f0dd6e6f6,,anon_e8cdca0598,,58:26.5,21:39.5,sms,timed_out,FALSE,,,,,9,5,4,418.4,1,product_info,product_info,0.829,flow_36,v1.0,w2.1,660,mobile,Chrome,ZA,0,,,,FALSE,FALSE,,0.321,03:22.5
conv_76b5fe3257f8,user_489,anon_3281773ee4,acct_564,23:41.0,03:25.0,web_chat,abandoned,TRUE,40:34.0,9,flow_node_42,CLIENT_ERROR,8,4,4,182.6,0,billing_query,billing_query,0.664,flow_10,v2.0,w2.0,795,mobile,Firefox,US,0,,,,FALSE,FALSE,,0.168,29:12.0
conv_29067a2b2adc,user_697,anon_9254426912,,50:51.3,42:41.3,bot,timed_out,FALSE,,,,,11,2,9,50,0,greeting,greeting,0.864,flow_24,v1.1,w1.0,1017,mobile,Safari,DE,0,,,,FALSE,FALSE,3,0.343,57:18.3
conv_88b9fd24dc6a,user_2999,anon_c56de299f5,,09:43.5,06:08.5,whatsapp,completed,FALSE,,,,,5,4,1,390.3,0,complaint,complaint,0.802,flow_12,v1.0,w1.0,888,desktop,Chrome,IN,2,,,,TRUE,FALSE,1,0.182,11:01.5
conv_ae892e81860c,user_1902,anon_d8658b18ec,,39:41.0,12:53.0,whatsapp,completed,FALSE,,,,,11,1,10,50,0,billing_query,billing_query,0.828,flow_8,v2.0,w1.0,368,desktop,Chrome,GB,0,,,,FALSE,FALSE,1,0.23,48:32.0
conv_f822574a4950,user_466,anon_42867a676e,acct_629,42:17.1,07:12.1,web_chat,abandoned,TRUE,07:50.1,10,flow_node_65,USER_LEFT,5,4,1,183,0,product_info,product_info,0.304,flow_26,v2.1,w2.0,1110,mobile,Safari,GB,0,,,,FALSE,FALSE,2,0.121,47:35.1
conv_6696bb478ef6,user_276,anon_39690461bf,,06:25.0,39:10.0,whatsapp,completed,FALSE,,,,,9,1,8,499.1,0,complaint,complaint,0.751,flow_45,v1.1,w1.0,1272,mobile,Edge,AE,0,,,,FALSE,FALSE,3,0.045,13:42.0
conv_4ab55678c1e6,user_2740,anon_0cc74715eb,acct_678,45:34.3,31:11.3,sms,abandoned,TRUE,13:56.3,5,flow_node_34,CLIENT_ERROR,6,2,4,230.5,0,greeting,greeting,0.934,flow_50,v1.1,w2.0,605,desktop,Chrome,IN,0,,,,FALSE,FALSE,4,0.442,55:09.3
conv_fab6f9360285,user_392,anon_6e728a2ac3,acct_1118,41:55.1,43:13.1,bot,abandoned,TRUE,51:07.1,1,flow_node_71,FALLBACK,6,5,1,150.7,0,order_status,order_status,0.315,flow_11,v1.0,w1.1,1856,desktop,Chrome,DE,0,,,,FALSE,FALSE,5,0.268,51:43.1
conv_a225e86dcca0,user_913,anon_5214da89c4,acct_738,42:07.8,43:13.8,web_chat,abandoned,TRUE,42:47.8,10,flow_node_41,FALLBACK,7,6,1,95,2,complaint,complaint,0.687,flow_48,v1.0,w1.0,424,mobile,Chrome,IN,0,,,,TRUE,TRUE,3,0.321,43:49.8
conv_580df1740d9c,,anon_ed4ed85a4d,acct_613,58:40.5,06:37.5,web_chat,timed_out,FALSE,,,,,6,2,4,257.7,0,greeting,greeting,0.71,flow_22,v2.0,w1.0,904,desktop,Safari,IN,0,,,,FALSE,FALSE,1,0.169,05:03.5
conv_e85758b00292,user_2705,anon_aae6f6e16f,acct_537,16:54.3,32:25.3,web_chat,completed,FALSE,,,,,9,4,5,485.5,2,greeting,greeting,0.433,flow_14,v1.0,w1.0,521,mobile,Chrome,AU,0,,,,TRUE,FALSE,1,0.199,26:13.3
conv_6468dd568481,user_918,anon_830596766f,acct_951,14:39.8,22:35.8,bot,completed,FALSE,,,,,16,5,11,274.9,0,password_reset,password_reset,0.403,flow_1,v2.1,w1.1,898,desktop,Safari,CA,0,,,,FALSE,FALSE,3,0.344,18:00.8
conv_a53afe2609bc,,anon_84d73245d6,acct_914,49:16.6,42:53.6,whatsapp,completed,FALSE,,,,,3,4,-1,372.6,1,complaint,complaint,0.768,flow_49,v1.0,w2.0,78,mobile,Chrome,IN,0,,,,FALSE,FALSE,1,0.166,52:48.6
conv_4f30db514122,,anon_892ed9a5cf,acct_1114,18:30.6,26:10.6,web_chat,completed,FALSE,,,,,8,4,4,404.9,0,billing_query,billing_query,0.639,flow_49,v1.0,w2.0,760,mobile,Chrome,US,1,,,,TRUE,FALSE,,0.159,25:17.6
conv_92de60aeba92,user_2916,anon_9f68658cd1,,58:32.2,18:30.2,web_chat,completed,FALSE,,,,,7,1,6,543.7,0,billing_query,billing_query,0.816,flow_1,v3.0,w2.0,629,desktop,Chrome,IN,0,,,,FALSE,FALSE,4,0.183,04:09.2
conv_19ed846cf7e3,user_1619,anon_b97764635b,,53:36.9,41:51.9,web_chat,completed,FALSE,,,,,9,2,7,71,0,greeting,greeting,0.516,flow_37,v3.0,w1.0,849,desktop,Chrome,ZA,0,,,,FALSE,FALSE,,0.329,01:10.9
conv_cdc5fcf18347,user_1191,anon_e635dd4575,,58:45.5,41:08.5,web_chat,completed,FALSE,,,,,7,1,6,433.5,0,billing_query,billing_query,0.938,flow_26,v1.0,w1.1,759,tablet,Chrome,SG,0,,,,TRUE,FALSE,,0.061,04:02.5
conv_969514453108,user_759,anon_079908bce1,acct_481,07:11.5,02:43.5,bot,completed,FALSE,,,,,8,1,7,452.4,0,order_status,order_status,0.885,flow_2,v2.1,w1.0,985,desktop,Chrome,IN,0,,,,FALSE,FALSE,1,0.339,15:31.5
conv_2ca71a3736db,user_571,anon_5fc0a2361b,,48:28.5,29:13.5,whatsapp,completed,FALSE,,,,,9,5,4,50,1,complaint,complaint,0.554,flow_39,v2.1,w1.0,390,mobile,Edge,BR,0,,,,FALSE,FALSE,5,0.173,49:14.5
conv_3483ba260b3a,user_1759,anon_502f9eebdd,acct_210,37:14.3,22:18.3,web_chat,abandoned,TRUE,02:39.3,10,flow_node_28,FALLBACK,9,4,5,172.9,0,billing_query,billing_query,0.599,flow_8,v2.1,w1.0,980,desktop,Chrome,GB,0,,,,FALSE,FALSE,,0.336,39:01.3
conv_bfbbb22b4c1b,user_624,anon_366fc7b3a9,,01:17.6,15:21.6,whatsapp,abandoned,TRUE,02:11.6,4,flow_node_24,CLIENT_ERROR,8,2,6,352.5,0,billing_query,billing_query,0.502,flow_42,v1.0,w1.1,243,mobile,Firefox,GB,0,,,,TRUE,FALSE,,0.246,06:16.6
conv_f309b9e4ea62,user_2429,anon_ae876a3127,acct_324,42:27.7,08:50.7,web_chat,abandoned,TRUE,03:53.7,1,flow_node_60,USER_LEFT,9,4,5,236.8,0,billing_query,billing_query,0.739,flow_14,v1.0,w2.0,757,desktop,Chrome,AU,0,,,,FALSE,FALSE,,0.486,51:15.7
conv_3a5b60b3cbc7,,anon_867620bf44,acct_676,03:32.1,36:13.1,sms,abandoned,TRUE,24:59.1,6,flow_node_56,FALLBACK,8,6,2,364.7,2,product_info,product_info,0.742,flow_8,v1.0,w1.0,1118,mobile,Firefox,CA,0,,,,FALSE,FALSE,,0.498,11:25.1
conv_3ddf5cd4aae2,user_1542,anon_2f5f416eb8,acct_1088,12:57.0,24:07.0,web_chat,completed,FALSE,,,,,9,2,7,381,0,order_status,order_status,0.637,flow_17,v2.1,w1.1,1285,tablet,Chrome,AE,0,,,,FALSE,FALSE,1,0.312,14:59.0
conv_ddf255372e0a,,anon_edcf027f3e,,07:02.6,01:40.6,web_chat,completed,FALSE,,,,,8,7,1,230.8,0,password_reset,password_reset,0.813,flow_6,v2.0,w1.1,1014,mobile,Firefox,CA,1,,,,TRUE,FALSE,1,0.324,10:12.6
conv_7f1b91d3cf9b,user_1837,anon_c0c7f06668,acct_996,10:14.3,39:21.3,web_chat,completed,FALSE,,,,,7,3,4,122.8,0,complaint,complaint,0.623,flow_14,v1.1,w2.0,1067,mobile,Edge,ZA,0,,,,FALSE,FALSE,2,0.182,10:30.3
conv_a49edf102155,user_2712,anon_52176c5db1,acct_911,47:53.5,49:57.5,whatsapp,escalated,FALSE,,,,,10,1,9,198.1,0,complaint,complaint,0.86,flow_22,v2.1,w1.1,662,desktop,Chrome,AE,0,08:48.5,11:10.5,142,FALSE,FALSE,3,0.485,56:37.5
conv_a8f840ada5d0,user_835,anon_8b695b9ef9,acct_790,32:47.3,51:15.3,whatsapp,abandoned,TRUE,33:02.3,6,flow_node_20,LONG_QUEUE_WAIT,8,1,7,50,0,order_status,order_status,0.422,flow_2,v2.1,w1.1,34,mobile,Chrome,US,0,,,,FALSE,FALSE,4,0.146,36:37.3
conv_74dfc7d1cf85,user_2572,anon_a775ba3517,acct_540,13:37.9,43:42.9,whatsapp,completed,FALSE,,,,,7,3,4,50,1,product_info,product_info,0.697,flow_45,v1.1,w1.0,498,mobile,Safari,IN,0,,,,TRUE,TRUE,4,0.478,17:26.9
conv_3ecaf5a64788,user_715,anon_74d465c365,acct_20,15:17.5,51:32.5,web_chat,completed,FALSE,,,,,7,4,3,377.6,0,billing_query,billing_query,0.722,flow_12,v1.0,w1.1,680,mobile,Chrome,IN,0,,,,FALSE,FALSE,2,0.056,24:12.5
conv_89683e4d94ba,user_111,anon_d7a2f5c23e,,06:51.1,23:41.1,web_chat,timed_out,FALSE,,,,,13,6,7,428.6,0,return_request,return_request,0.908,flow_44,v3.0,w1.1,496,desktop,Chrome,US,0,,,,FALSE,FALSE,,0.257,09:06.1
conv_73d72da13313,user_912,anon_48ffb2b43d,acct_550,47:26.9,33:56.9,web_chat,abandoned,TRUE,01:57.9,10,flow_node_80,FALLBACK,10,6,4,50,0,billing_query,billing_query,0.667,flow_43,v1.0,w1.1,548,desktop,Firefox,AU,0,,,,TRUE,TRUE,3,0.146,53:51.9
conv_1357dc9fa175,user_226,anon_9166afcc2e,acct_778,37:28.1,57:41.1,whatsapp,escalated,FALSE,,,,,7,5,2,344.3,2,product_info,product_info,0.598,flow_24,v2.0,w1.1,655,desktop,Chrome,ZA,0,54:54.1,56:53.1,119,FALSE,FALSE,5,0.557,43:24.1
conv_920ccfb306c7,user_2780,anon_26049096e6,,17:48.4,54:49.4,web_chat,completed,FALSE,,,,,7,1,6,301.5,0,complaint,complaint,0.808,flow_24,v2.0,w2.0,620,tablet,Safari,DE,0,,,,FALSE,FALSE,1,0.226,25:01.4
conv_6816e46d417a,user_1680,anon_5d2a7c77ef,acct_132,24:04.0,12:09.0,whatsapp,completed,FALSE,,,,,8,6,2,50,0,return_request,return_request,0.812,flow_39,v1.0,w2.0,808,mobile,Safari,AU,0,,,,FALSE,FALSE,5,0.436,26:09.0
conv_b4115cd650bf,user_2808,anon_d370b636d9,,51:58.9,36:26.9,bot,abandoned,TRUE,18:42.9,1,flow_node_16,TIMEOUT,7,1,6,638.2,0,product_info,product_info,0.889,flow_47,v2.0,w1.0,57,mobile,Chrome,BR,1,,,,FALSE,FALSE,2,0.421,01:39.9
conv_a0a83430707a,user_1171,anon_1493c5779d,acct_314,35:40.4,09:01.4,bot,abandoned,TRUE,01:07.4,6,flow_node_21,TIMEOUT,7,2,5,201,1,greeting,greeting,0.803,flow_31,v2.0,w1.0,704,mobile,Safari,ZA,0,,,,FALSE,FALSE,,0.289,43:42.4
conv_eef5d1059e4a,user_2742,anon_514bddb553,acct_146,21:33.6,32:06.6,web_chat,abandoned,TRUE,25:09.6,1,flow_node_17,TIMEOUT,9,1,8,330.1,0,billing_query,billing_query,0.917,flow_9,v1.0,w2.1,408,mobile,Chrome,DE,0,,,,TRUE,TRUE,,0.274,30:41.6
conv_2b4c6a92ff70,user_1020,anon_1e20ebfdee,acct_684,34:37.1,19:45.1,web_chat,abandoned,TRUE,55:25.1,10,flow_node_85,FALLBACK,6,1,5,314.3,0,product_info,product_info,0.844,flow_33,v2.0,w1.0,1141,mobile,Safari,ZA,0,,,,FALSE,FALSE,,0.182,44:32.1
conv_ef986726e8f1,user_656,anon_5041cb4510,acct_383,25:50.2,10:25.2,web_chat,abandoned,TRUE,47:09.2,7,flow_node_49,USER_LEFT,7,3,4,261.7,0,billing_query,billing_query,0.483,flow_11,v1.0,w2.0,1059,tablet,Chrome,IN,0,,,,FALSE,FALSE,5,0.441,32:18.2
conv_71035eb4ab2b,user_892,anon_0015fe1fab,,01:05.0,05:44.0,whatsapp,abandoned,TRUE,07:51.0,4,flow_node_3,CLIENT_ERROR,5,3,2,352.3,1,product_info,product_info,0.863,flow_24,v2.0,w1.0,1567,desktop,Chrome,AU,0,,,,FALSE,FALSE,3,0.303,10:22.0
conv_a31265bc4e57,user_373,anon_4dfa9e5db2,,31:15.1,40:20.1,bot,completed,FALSE,,,,,7,1,6,554.5,0,product_info,product_info,0.469,flow_11,v3.0,w2.1,1010,mobile,Chrome,US,0,,,,FALSE,FALSE,,0.327,32:28.1
conv_49b82f020f46,user_1053,anon_0c6b74850a,acct_1046,03:18.3,,web_chat,completed,FALSE,,,,,5,3,2,654.3,0,product_info,product_info,0.763,flow_15,v2.0,w2.0,1096,desktop,Safari,SG,0,,,,FALSE,FALSE,,0.403,05:37.3
conv_7c4638643321,user_2588,anon_5e4147d5b6,acct_184,46:20.8,23:51.8,web_chat,escalated,FALSE,,,,,6,4,2,294.8,0,order_status,order_status,0.715,flow_34,v1.0,w1.0,1494,desktop,Chrome,US,0,14:57.8,22:19.8,442,FALSE,FALSE,,0.182,52:47.8
conv_c05ff7eb53a7,user_2678,anon_f391ea3e93,,32:14.9,21:37.9,bot,completed,FALSE,,,,,5,1,4,315.1,0,greeting,greeting,0.446,flow_23,v2.0,w1.0,1121,desktop,Chrome,IN,0,,,,FALSE,FALSE,2,0.502,39:07.9
conv_60ca22783bd8,,anon_b16c8fd520,acct_839,48:37.7,55:55.7,bot,abandoned,TRUE,09:11.7,3,flow_node_32,USER_LEFT,8,4,4,649.7,0,password_reset,password_reset,0.744,flow_27,v1.1,w2.0,678,tablet,Chrome,ZA,0,,,,FALSE,FALSE,3,0.418,55:39.7
conv_274fdc25eced,,anon_8a3ecb6931,acct_687,18:37.9,58:21.9,web_chat,abandoned,TRUE,30:55.9,7,flow_node_46,USER_LEFT,7,5,2,244.2,1,billing_query,billing_query,0.765,flow_43,v1.0,w2.0,418,mobile,Chrome,IN,0,,,,FALSE,FALSE,,0.135,28:32.9
conv_4824048055c1,user_333,anon_d4e3b8b08d,,09:37.4,48:34.4,whatsapp,handed_off,FALSE,,,,,8,3,5,74.9,0,complaint,complaint,0.671,flow_42,v1.1,w2.0,1287,desktop,Safari,ZA,0,31:26.4,,,FALSE,FALSE,,0.347,11:39.4
conv_60c68756a0b6,user_2792,anon_1e1bfcf47a,,53:50.6,08:59.6,web_chat,completed,FALSE,,,,,8,1,7,147.6,0,return_request,return_request,0.728,flow_29,v1.1,w1.1,871,mobile,Chrome,CA,0,,,,FALSE,FALSE,4,0.405,00:25.6
conv_a01cbc30692d,,anon_48f3a0de80,,40:17.7,31:28.7,web_chat,completed,FALSE,,,,,12,3,9,228.8,1,complaint,complaint,0.62,flow_28,v1.0,w1.0,204,mobile,Firefox,AE,0,,,,FALSE,FALSE,4,0.415,50:05.7
conv_fd013e2615d2,user_2171,anon_d466bcbd8c,,59:55.0,39:43.0,bot,escalated,FALSE,,,,,8,2,6,137.5,0,order_status,order_status,0.498,flow_37,v1.0,w2.0,1036,desktop,Chrome,ZA,0,20:22.0,26:48.0,386,FALSE,FALSE,4,0.148,09:36.0
conv_6f189e69815a,user_2298,anon_308eb7e9e0,acct_1075,42:55.8,44:17.8,bot,escalated,FALSE,,,,,4,4,0,516.1,1,password_reset,password_reset,0.651,flow_12,v2.1,w2.0,1283,desktop,Chrome,BR,0,10:33.8,,,FALSE,FALSE,4,0.187,45:37.8
conv_1a1a7e167016,user_619,anon_c02d3b6040,acct_179,14:32.5,17:20.5,bot,abandoned,TRUE,15:44.5,1,flow_node_32,TIMEOUT,8,7,1,118.7,0,complaint,complaint,0.722,flow_49,v2.0,w1.0,244,mobile,Firefox,SG,0,,,,FALSE,FALSE,,0.026,22:21.5
conv_2e726c78b48d,user_1567,anon_f3d5b8f7c9,acct_936,10:04.4,49:37.4,web_chat,completed,FALSE,,,,,9,2,7,50,0,order_status,order_status,0.88,flow_17,v1.0,w2.1,1358,desktop,Chrome,IN,0,,,,FALSE,FALSE,,0.038,17:48.4
conv_4be81a010c22,user_311,anon_1c766adc5b,acct_496,54:09.8,51:28.8,bot,completed,FALSE,,,,,7,1,6,252.7,0,product_info,product_info,0.701,flow_8,v1.1,w1.1,511,desktop,Chrome,ZA,0,,,,FALSE,FALSE,5,0.089,54:37.8
conv_724cadd13652,user_545,anon_f25eab8421,acct_1149,10:01.6,20:38.6,web_chat,abandoned,TRUE,11:06.6,8,flow_node_77,CLIENT_ERROR,6,2,4,408.6,0,password_reset,password_reset,0.762,flow_20,v3.0,w1.0,426,mobile,Edge,BR,0,,,,FALSE,FALSE,3,0.542,18:36.6
